name	postindex	address	contact	latitude	longitude	unk1	unk2	image_url	unk3	unk4
ФГКУ « СПСЧ ФПС по Камчатскому краю»	54447	г. Петропавловск-Камчатский, ул. Степная, 50<br />	8-914-780-02-20 (Начальник ПЧ Пахомов А.В)	53.012098	158.724998	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
1 ПЧ ФГКУ «1 ОФПС по Сахалинской области»	54475	г. Южно-Сахалинск, ул. Амурская 60	8(4242)25-50-72 (Начальник части,  капитан в/с,  Левченко  Сергей Владимирович)	46.959708	142.730396	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
3 ПЧ ФГКУ «1 ОФПС по Сахалинской области»	54477	г. Холмск, ул. Советская, 81	8-914-749-58-90 (Начальник части,  лейтенант в/с, Стойка  Владислав Валерьевич)	47.057440	142.055968	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
4 ПЧ ФГКУ «1 ОФПС по Сахалинской области»	54481	г. Корсаков, ул. Краснофлотская 12	8-924-185-32-70 (Начальник части.  майор в/с,  Яковлев Дмитрий Юрьевич)	46.630301	142.777001	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
63 ПЧ	54628	Свердловская область, г. Каменск – Уральский, ул. Прокопьева, д.8	8(3439) 34-03-81 8(3439) 36-47-63 подполковник внутренней службы Бычков Е.С.	56.425198	61.885901	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
№109 ФГКУ 5 ОФПС по Свердловской области	54630	Свердловская область, пос. Малышева, ул. Февральская, 8	8(34365)53907 8(34365)75501 Шайдуллин Рашид Назимович	57.112998	61.402302	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
206 ПЧ	54636	Свердловская область, город Кушва, улица Первомайская, 23	8 (34344) 2-46-42 8 (34344) 2-44-71 майор внутренней службы Зимин  Денис Викторович	58.285500	59.753301	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
99 ПЧ 59 ОФПС МЧС России по Свердловской области	54638	Свердловская область, г.Заречный<br />Лермонтова 4<br />	майор внутренней службы Быченков Сергей Васильевич	56.817301	61.328604	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
77 ПЧ	54644	Свердловская область, посёлок Баранчинский, улица<br />Октябрьская, 23<br />	8 (34344) 5-30-01 подполковник внутренней службы Белых Николай Михайлович	58.170346	59.701279	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
163 ПЧ	54646	Свердловская область, город Красноуральск, улица Устинова, 44 б	8 (34344) 2-73-31 подполковник внутренней службы Гафиятуллин Игорь Рузальевич	58.352802	60.037204	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
223 ПЧ 54 ОФПС 	54652	Свердловская область,<br />г. Реж,<br />ул. Советская, 112<br />	8 (34364) 2-15-17 капитан внутренней службы Руснак Геннадий Григорьевич	57.352841	61.408051	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
76 ПЧ 54 ОФПС 	54654	Свердловская область,<br />г. Алапаевск,<br />ул. Ленина,<br />6,  корп.1<br />	8 (34346) 2-19-44 8 (34346) 2-14-00 майор внутренней службы Кесарев Андрей Валерьевич	57.850198	61.703597	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
8 ПЧ ФГКУ «1 ОФПС по Сахалинской области»	54483	пос. Ноглики, пер. Свободный, 1<br />	8-924-187-79-22 (Начальник части,  майор в/с,  Таратов Михаил Алексеевич)	51.795757	143.142211	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-20 ФГКУ «1 отряд по Магаданской области» 	54494	г. Магадан, ул. Попова, 3а<br />	8(4132)60-80-79 60-80-91 (Начальник части, майор в/с Дзюба А.Н)	59.583498	150.818997	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
64 ПЧ 10 ОФПС 	54660	г. Полевской, ул. Крылова,<br />д. 8<br />	(834350)2-20-34 (834350)2-32-69 майор внутренней службы Шилков А.И.	56.451200	60.164603	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
65 ПЧ 10 ОФПС 	54662	Свердловская область, г. Ревда, переулок Больничный, 2	 (834397)3-45-05  (834397)3-06-50 капитан внутренней службы Стерхов В.С. 	56.806299	59.912904	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
102 ПЧ 10 ОФПС 	54664	Свердловская область, г. Дегтярск, ул. Лесозавод, 2	 (834397)6-10-88  (834397)6-10-92 капитан внутренней службы Атамурадов Р.С.	56.702046	60.103778	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
47 ПЧ 10 ОФПС 	54666	Свердловская область, г. Первоуральск, ул. Строителей, 13	(83439)24-03-70 майор внутренней службы Приемщиков Ю.П. 	56.912900	59.956104	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
СЧ ФКУ «ЦУКС ГУ МЧС России по Магаданской области» 	54490	г. Магадан, ул. Ясная, 16<br />	8(4132)62-57-90, 62-88-77 (Начальник части, майор в/с Прокопьев В.А)	59.556320	150.813078	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Центр противопожарной пропаганды и связей с общественностью ГКУ «ППС Курганской области»	54503	г. Курган, ул. Куйбышева, 191	8 (3522) - 476-430 (Критинина Тамара Николаевна, директор Центра противопожарной пропаганды) 	55.445748	65.388414	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
60ПЧ ФПС	54671	Свердловская область,<br />г. Ирбит, ул. Революции,17<br />	8(34355)3-90-15 8(34355)6-59-91 майор внутренней службы Шипицын Сергей Игоревич	57.681302	63.056999	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
73 ПЧ ФПС по СО	54673	Свердловская область, г. Красноуфимск, ул. Ленина, 100	8(34394)24801 8(34394)23207 майор внутренней службы Каледаев Андрей Александрович,	56.623801	57.764197	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
258 ПЧ 13 ОФПС 	54677	Свердловская область,<br />г. Кировград,<br />ул. Фадеева 31<br />	(34357)4-25-51 (34357)4-17-72 капитан внутренней службы Масленникова Т.С.	57.431199	60.050697	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
46 ПЧ 13 ОФПС 	54680	Свердловская область,<br />г. Невьянск,<br />ул. Дзержинского 8а<br />	(34356)2-49-46 майор внутренней службы Веретенников Д.А.	57.483900	60.200599	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
295 ПЧ 71 ОФПС	54684	Свердловская область, Верхотурский район с. Дерябино ул. Центральная 5б 	8(34389)2-33-21 Дерябин В.И.	58.740830	61.918375	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
86 ПЧ ФПС по СО	54693	623640 Свердловская область, г.Талица, ул.Заводская, 13 «Б»	8(34371)21131 8(34371)28101 Горбунов Анатолий Ильич	57.012102	63.715302	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
11 ПЧ	54695	Свердловская область, г. Н. Тагил, ул. Красногвардейская, 55а	8 (3435)25-56-85 8 (3435)25-66-55 капитан внутренней службы Воробьев В.В.	57.890999	60.005404	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
12 ПЧ	54699	Свердловская область, г. Н. Тагил, ул. Пожарная, 1	8(3435)37-79-86 8(3435)25-66-55 капитан внутренней службы Горелов А.Б.	57.925403	60.003383	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
13 ПЧ	54701	Свердловская область, г. Н. Тагил, ул. Выйская, 53а	1. 8(3435)48-29-14 2. 8(3435)25-66-55 капитан внутренней службы Орлов М.В..	57.925398	59.935398	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
15 ПЧ	54703	Свердловская область, г. Н. Тагил, Черноисточинское шоссе, 80а	8(3435)32-43-17 8(3435)25-66-55 капитан внутренней службы Лучинин Д.А.	57.925403	60.003383	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Пожарная часть № 20 (Альменевский район)	54505	с. Альменево, ул.Советская 11	8(35242)9-24-55 (Локосова Надежда Ивановна, инспектор  по основной деятельности  ПЧ № 20)	54.945474	63.578345	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Пожарная часть № 21 (Белозерский район) 	54509	с. Белозерское, ул. Попова 1<br />	8(35232) 2-26-02 (Зотикова Людмила Геннадьевна, инспектор  по основной деятельности)	55.822999	65.586700	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
1-ПЧ	54706	Свердловская область, г.Екатеринбург, ул Софьи Ковалевской,8	8(343)216-11-95 8(343)374-09-95 майор внутренней службы  Гребнев Ю.В 	56.844993	60.655937	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
30 ПЧ	54708	Свердловская область, г. Н. Тагил, Восточное шоссе, 41	8(3435)33-36-39 8(3435)25-66-55 майор внутренней службы  Воробьев В.В 	57.909202	60.010003	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
4-ПЧ	54715	Свердловская область, г.Екатеринбург, ул Проезжая,110	8(343)341-55-18 8(343)341-99-53 подполковник внутренней  службы  Скрипин В.Н. 	56.875654	60.692184	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
7-ПЧ	54717	Свердловская область, г. Екатеринбург, ул. Маневровая,38	8(343)323-02-90 майор внутренней службы Поскребышев С.В	56.884910	60.533739	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
9-ПЧ	54719	Свердловская область, г.Екатеринбург, ул Сибирский тракт,79/1	8(343)261-99-86 8 (343)261-97-38 майор внутренней  службы  Стариков Е.В. 	56.837982	60.597340	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ОП 9-ПЧ	54721	Свердловская область г.Екатеринбург, ул Главная,17/б	8(343)2060557 ст. лейтенант внутренней  службы  Тычкин С.В. 	56.837982	60.597340	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
